# Panel grid reference data: kind<TAB>value.
# boss rows are HiscoreSkill enum names in vanilla RuneLite hiscore display
# order (enum declaration order); same census as hiscore-layout.tsv bosses,
# bridged by name-keyed lookups when order diverges.
# *_items rows are item ids, comma separated, in presentation order.
boss	ABYSSAL_SIRE
boss	ALCHEMICAL_HYDRA
boss	AMOXLIATL
boss	ARAXXOR
boss	ARTIO
boss	BARROWS_CHESTS
boss	BRUTUS
boss	BRYOPHYTA
boss	CALLISTO
boss	CALVARION
boss	CERBERUS
boss	CHAMBERS_OF_XERIC
boss	CHAMBERS_OF_XERIC_CHALLENGE_MODE
boss	CHAOS_ELEMENTAL
boss	CHAOS_FANATIC
boss	COMMANDER_ZILYANA
boss	CORPOREAL_BEAST
boss	CRAZY_ARCHAEOLOGIST
boss	DAGANNOTH_PRIME
boss	DAGANNOTH_REX
boss	DAGANNOTH_SUPREME
boss	DERANGED_ARCHAEOLOGIST
boss	DOOM_OF_MOKHAIOTL
boss	DUKE_SUCELLUS
boss	GENERAL_GRAARDOR
boss	GIANT_MOLE
boss	GROTESQUE_GUARDIANS
boss	HESPORI
boss	KALPHITE_QUEEN
boss	KING_BLACK_DRAGON
boss	KRAKEN
boss	KREEARRA
boss	KRIL_TSUTSAROTH
boss	LUNAR_CHESTS
boss	MAD_ANGEL
boss	MAGGOT_KING
boss	MIMIC
boss	NEX
boss	NIGHTMARE
boss	PHOSANIS_NIGHTMARE
boss	OBOR
boss	PHANTOM_MUSPAH
boss	SARACHNIS
boss	SCORPIA
boss	SCURRIUS
boss	SHELLBANE_GRYPHON
boss	SKOTIZO
boss	SOL_HEREDIT
boss	SPINDEL
boss	TEMPOROSS
boss	THE_GAUNTLET
boss	THE_CORRUPTED_GAUNTLET
boss	THE_HUEYCOATL
boss	THE_LEVIATHAN
boss	THE_ROYAL_TITANS
boss	THE_WHISPERER
boss	THEATRE_OF_BLOOD
boss	THEATRE_OF_BLOOD_HARD_MODE
boss	THERMONUCLEAR_SMOKE_DEVIL
boss	TOMBS_OF_AMASCUT
boss	TOMBS_OF_AMASCUT_EXPERT
boss	TZKAL_ZUK
boss	TZTOK_JAD
boss	VARDORVIS
boss	VENENATIS
boss	VETION
boss	VORKATH
boss	WINTERTODT
boss	YAMA
boss	ZALCANO
boss	ZULRAH
clue_tier_items	23182,2677,2801,2722,12073,19835
third_age_items	10350,10348,10346,23242,10352,10334,10330,10332,10336,10342,10338,10340,10344,12426,12422,12437,12424,23336,23339,23345,23342,20014,20011
gilded_items	3486,3481,3483,3485,3488,20146,20149,20152,20155,20158,20161,12389,12391,23258,23261,23264,23267,23276,23279,23282
hard_rare_items	10350,10348,10346,23242,10352,10334,10330,10332,10336,10342,10338,10340,10344,3486,3481,3483,3485,3488,20146,20149,20152,20155,20158,20161
elite_rare_items	10350,10348,10346,23242,10352,10334,10330,10332,10336,10342,10338,10340,10344,12426,12422,12437,12424,3486,3481,3483,3485,3488,20146,20149,20152,20155,20158,20161,12389,12391,23258,23261,23264,23267,23276,23279,23282,12371,20005
master_rare_items	10350,10348,10346,23242,10352,10334,10330,10332,10336,10342,10338,10340,10344,12426,12422,12437,12424,23336,23339,23345,23342,20014,20011,23185,3486,3481,3483,3485,3488,20146,20149,20152,20155,20158,20161,12389,12391,23258,23261,23264,23267,23276,23279,23282,20059,20017
clog_tier_items	30579,30581,30583,30585,30587,30589,30591,30593,30595
